"PASSENGERS","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_COUNTRY","DEST_AIRPORT_ID","DEST","DEST_CITY_NAME",
0.00,11519,"EIS","VG",15024,"STT","Charlotte Amalie, VI",
0.00,15024,"STT","US",11519,"EIS","Road Town, British Virgin Islands",
0.00,10575,"BGI","BB",13303,"MIA","Miami, FL",
0.00,10711,"BOG","CO",13303,"MIA","Miami, FL",
0.00,11618,"EWR","US",12957,"LGG","Liege, Belgium",
0.00,11888,"GEO","GY",13303,"MIA","Miami, FL",
0.00,11888,"GEO","GY",14843,"SJU","San Juan, PR",
0.00,11950,"GND","GD",13303,"MIA","Miami, FL",
0.00,11950,"GND","GD",14843,"SJU","San Juan, PR",
0.00,12010,"GUA","GT",13303,"MIA","Miami, FL",
0.00,12693,"KIN","JM",13303,"MIA","Miami, FL",
0.00,12957,"LGG","BE",11618,"EWR","Newark, NJ",
0.00,13218,"MDE","CO",13303,"MIA","Miami, FL",
0.00,13252,"MEX","MX",13303,"MIA","Miami, FL",
0.00,13269,"MGA","NI",13303,"MIA","Miami, FL",
0.00,13303,"MIA","US",10312,"ANU","St. Johns, Antigua and Barbuda",
0.00,13303,"MIA","US",10411,"AUA","Aruba, Aruba",
0.00,13303,"MIA","US",10575,"BGI","Barbados/Bridgetown, Barbados",
0.00,13303,"MIA","US",10711,"BOG","Bogota, Colombia",
0.00,13303,"MIA","US",10846,"BZE","Belize City, Belize",
0.00,13303,"MIA","US",11185,"CUR","Willemstad, Curacao",
0.00,13303,"MIA","US",11654,"FDF","Fort de France, Martinique",
0.00,13303,"MIA","US",11888,"GEO","Georgetown, Guyana",
0.00,13303,"MIA","US",12010,"GUA","Guatemala City, Guatemala",
0.00,13303,"MIA","US",12693,"KIN","Kingston, Jamaica",
0.00,13303,"MIA","US",13218,"MDE","Medellin, Colombia",
0.00,13303,"MIA","US",13252,"MEX","Mexico City, Mexico",
0.00,13303,"MIA","US",13269,"MGA","Managua, Nicaragua",
0.00,13303,"MIA","US",13306,"MID","Merida, Mexico",
0.00,13303,"MIA","US",14012,"PAP","Port-au-Prince, Haiti",
0.00,13303,"MIA","US",14210,"POS","Port of Spain, Trinidad and Tobago",
0.00,13303,"MIA","US",14278,"PTP","Pointe A Pitre, Guadeloupe",
0.00,13303,"MIA","US",14286,"PTY","Panama City, Panama",
0.00,13303,"MIA","US",14677,"SAL","San Salvador, El Salvador",
0.00,13303,"MIA","US",14681,"SAP","San Pedro Sula, Honduras",
0.00,13303,"MIA","US",14739,"SDQ","Santo Domingo, Dominican Republic",
0.00,13303,"MIA","US",15084,"SXM","Philipsburg, Sint Maarten",
0.00,13303,"MIA","US",15513,"UVF","St. Lucia, Saint Lucia",
0.00,13306,"MID","MX",13303,"MIA","Miami, FL",
0.00,14012,"PAP","HT",13303,"MIA","Miami, FL",
0.00,14030,"PBM","SR",13303,"MIA","Miami, FL",
0.00,14210,"POS","TT",13303,"MIA","Miami, FL",
0.00,14278,"PTP","GP",13303,"MIA","Miami, FL",
0.00,14677,"SAL","SV",13303,"MIA","Miami, FL",
0.00,14681,"SAP","HN",13303,"MIA","Miami, FL",
0.00,14739,"SDQ","DO",13303,"MIA","Miami, FL",
0.00,14739,"SDQ","DO",14843,"SJU","San Juan, PR",
0.00,14843,"SJU","US",10711,"BOG","Bogota, Colombia",
0.00,14843,"SJU","US",14739,"SDQ","Santo Domingo, Dominican Republic",
0.00,14843,"SJU","US",15013,"STI","Santiago, Dominican Republic",
0.00,14849,"SKB","KN",13303,"MIA","Miami, FL",
0.00,15013,"STI","DO",13303,"MIA","Miami, FL",
0.00,15052,"SVD","VC",13303,"MIA","Miami, FL",
0.00,15052,"SVD","VC",14843,"SJU","San Juan, PR",
0.00,15084,"SXM","SX",13303,"MIA","Miami, FL",
0.00,10397,"ATL","US",10711,"BOG","Bogota, Colombia",
0.00,10521,"BDA","BM",11618,"EWR","Newark, NJ",
0.00,11193,"CVG","US",11874,"GDL","Guadalajara, Mexico",
0.00,11193,"CVG","US",16078,"YHM","Hamilton, Canada",
0.00,11193,"CVG","US",16128,"YMX","Montreal, Canada",
0.00,11193,"CVG","US",16229,"YVR","Vancouver, Canada",
0.00,11193,"CVG","US",16257,"YYC","Calgary, Canada",
0.00,11618,"EWR","US",10521,"BDA","Hamilton, Bermuda",
0.00,11618,"EWR","US",16078,"YHM","Hamilton, Canada",
0.00,11874,"GDL","MX",11193,"CVG","Cincinnati, OH",
0.00,14107,"PHX","US",16078,"YHM","Hamilton, Canada",
0.00,14107,"PHX","US",16128,"YMX","Montreal, Canada",
0.00,16042,"YEG","CA",11193,"CVG","Cincinnati, OH",
0.00,16078,"YHM","CA",10397,"ATL","Atlanta, GA",
0.00,16078,"YHM","CA",11193,"CVG","Cincinnati, OH",
0.00,16078,"YHM","CA",14107,"PHX","Phoenix, AZ",
0.00,16128,"YMX","CA",11193,"CVG","Cincinnati, OH",
0.00,16229,"YVR","CA",11193,"CVG","Cincinnati, OH",
0.00,16257,"YYC","CA",11193,"CVG","Cincinnati, OH",
0.00,12016,"GUM","US",13162,"MAJ","Majuro, Marshall Islands",
0.00,12016,"GUM","US",14583,"ROR","Koror, Palau",
0.00,12016,"GUM","US",15237,"TKK","Chuuk, Federated States of Micronesia",
0.00,12173,"HNL","US",13162,"MAJ","Majuro, Marshall Islands",
0.00,13162,"MAJ","MH",12016,"GUM","Guam, TT",
0.00,13162,"MAJ","MH",12173,"HNL","Honolulu, HI",
0.00,14186,"PNI","FM",12016,"GUM","Guam, TT",
0.00,14583,"ROR","PW",12016,"GUM","Guam, TT",
0.00,10299,"ANC","US",11160,"CSX","Changsha, China",
0.00,10711,"BOG","CO",13303,"MIA","Miami, FL",
0.00,11160,"CSX","CN",10299,"ANC","Anchorage, AK",
0.00,11160,"CSX","CN",13930,"ORD","Chicago, IL",
0.00,11625,"EZE","AR",13303,"MIA","Miami, FL",
0.00,12266,"IAH","US",12876,"LAD","Luanda, Angola",
0.00,12266,"IAH","US",15455,"UIO","Quito, Ecuador",
0.00,13218,"MDE","CO",13303,"MIA","Miami, FL",
0.00,13303,"MIA","US",10209,"AGT","Ciudad del Este, Paraguay",
0.00,13303,"MIA","US",10711,"BOG","Bogota, Colombia",
0.00,13303,"MIA","US",10911,"CCS","Caracas, Venezuela",
0.00,13303,"MIA","US",12986,"LIM","Lima, Peru",
0.00,13303,"MIA","US",13218,"MDE","Medellin, Colombia",
0.00,13303,"MIA","US",14677,"SAL","San Salvador, El Salvador",
0.00,13303,"MIA","US",14717,"SCL","Santiago, Chile",
0.00,13303,"MIA","US",15455,"UIO","Quito, Ecuador",
0.00,13930,"ORD","US",14739,"SDQ","Santo Domingo, Dominican Republic",
0.00,13930,"ORD","US",16085,"YHZ","Halifax, Canada",
0.00,14717,"SCL","CL",13303,"MIA","Miami, FL",
0.00,14739,"SDQ","DO",13303,"MIA","Miami, FL",
0.00,14843,"SJU","US",10711,"BOG","Bogota, Colombia",
0.00,15455,"UIO","EC",13303,"MIA","Miami, FL",
0.00,16085,"YHZ","CA",10299,"ANC","Anchorage, AK",
0.00,10397,"ATL","US",13113,"LUX","Luxembourg, Luxembourg",
0.00,10971,"CGO","CN",10397,"ATL","Atlanta, GA",
0.00,10971,"CGO","CN",13930,"ORD","Chicago, IL",
0.00,11298,"DFW","US",13113,"LUX","Luxembourg, Luxembourg",
0.00,11298,"DFW","US",14115,"PIK","Glasgow/Prestwick, United Kingdom",
0.00,12143,"HKG","HK",11298,"DFW","Dallas/Fort Worth, TX",
0.00,12143,"HKG","HK",12478,"JFK","New York, NY",
0.00,12143,"HKG","HK",12892,"LAX","Los Angeles, CA",
0.00,12143,"HKG","HK",12917,"LCK","Columbus, OH",
0.00,12143,"HKG","HK",13303,"MIA","Miami, FL",
0.00,12143,"HKG","HK",13930,"ORD","Chicago, IL",
0.00,12217,"HSV","US",13113,"LUX","Luxembourg, Luxembourg",
0.00,12266,"IAH","US",13113,"LUX","Luxembourg, Luxembourg",
0.00,12266,"IAH","US",14115,"PIK","Glasgow/Prestwick, United Kingdom",
0.00,12339,"IND","US",13113,"LUX","Luxembourg, Luxembourg",
0.00,12478,"JFK","US",13113,"LUX","Luxembourg, Luxembourg",
0.00,12478,"JFK","US",13252,"MEX","Mexico City, Mexico",
0.00,12739,"KMQ","JP",13930,"ORD","Chicago, IL",
0.00,12832,"KUL","MY",13930,"ORD","Chicago, IL",
0.00,12892,"LAX","US",13113,"LUX","Luxembourg, Luxembourg",
0.00,12892,"LAX","US",13560,"MXP","Milan, Italy",
0.00,12892,"LAX","US",14115,"PIK","Glasgow/Prestwick, United Kingdom",
0.00,12917,"LCK","US",13113,"LUX","Luxembourg, Luxembourg",
0.00,13113,"LUX","LU",10397,"ATL","Atlanta, GA",
0.00,13113,"LUX","LU",11298,"DFW","Dallas/Fort Worth, TX",
0.00,13113,"LUX","LU",12217,"HSV","Huntsville, AL",
0.00,13113,"LUX","LU",12266,"IAH","Houston, TX",
0.00,13113,"LUX","LU",12339,"IND","Indianapolis, IN",
0.00,13113,"LUX","LU",12478,"JFK","New York, NY",
0.00,13113,"LUX","LU",12892,"LAX","Los Angeles, CA",
0.00,13113,"LUX","LU",13303,"MIA","Miami, FL",
0.00,13113,"LUX","LU",13930,"ORD","Chicago, IL",
0.00,13113,"LUX","LU",14747,"SEA","Seattle, WA",
0.00,13303,"MIA","US",13113,"LUX","Luxembourg, Luxembourg",
0.00,13930,"ORD","US",10971,"CGO","Zhengzhou, China",
0.00,13930,"ORD","US",13113,"LUX","Luxembourg, Luxembourg",
0.00,13930,"ORD","US",13560,"MXP","Milan, Italy",
0.00,13930,"ORD","US",14645,"RUH","Riyadh, Saudi Arabia",
0.00,14115,"PIK","GB",12892,"LAX","Los Angeles, CA",
0.00,14115,"PIK","GB",14747,"SEA","Seattle, WA",
0.00,14747,"SEA","US",13113,"LUX","Luxembourg, Luxembourg",
0.00,14747,"SEA","US",14115,"PIK","Glasgow/Prestwick, United Kingdom",
0.00,14824,"SIN","SG",13930,"ORD","Chicago, IL",
0.00,10568,"BFS","GB",10994,"CHS","Charleston, SC",
0.00,10993,"CHR","FR",12217,"HSV","Huntsville, AL",
0.00,12266,"IAH","US",14380,"DMM","Dammam, Saudi Arabia",
0.00,12938,"LEJ","DE",12217,"HSV","Huntsville, AL",
0.00,13495,"MSY","US",10150,"ACC","Accra, Ghana",
0.00,14107,"PHX","US",16128,"YMX","Montreal, Canada",
0.00,14115,"PIK","GB",11996,"GSP","Greer, SC",
0.00,10292,"AMS","NL",13303,"MIA","Miami, FL",
0.00,10711,"BOG","CO",13303,"MIA","Miami, FL",
0.00,11625,"EZE","AR",13303,"MIA","Miami, FL",
0.00,13303,"MIA","US",10292,"AMS","Amsterdam, Netherlands",
0.00,13303,"MIA","US",10711,"BOG","Bogota, Colombia",
0.00,13303,"MIA","US",12010,"GUA","Guatemala City, Guatemala",
0.00,13303,"MIA","US",15018,"STN","London, United Kingdom",
0.00,13303,"MIA","US",15455,"UIO","Quito, Ecuador",
0.00,14717,"SCL","CL",13303,"MIA","Miami, FL",
0.00,15455,"UIO","EC",13303,"MIA","Miami, FL",
0.00,11298,"DFW","US",13113,"LUX","Luxembourg, Luxembourg",
0.00,12143,"HKG","HK",11298,"DFW","Dallas/Fort Worth, TX",
0.00,12143,"HKG","HK",12892,"LAX","Los Angeles, CA",
0.00,12143,"HKG","HK",13930,"ORD","Chicago, IL",
0.00,12478,"JFK","US",13113,"LUX","Luxembourg, Luxembourg",
0.00,12892,"LAX","US",13113,"LUX","Luxembourg, Luxembourg",
0.00,13560,"MXP","IT",12478,"JFK","New York, NY",
0.00,13930,"ORD","US",13113,"LUX","Luxembourg, Luxembourg",
0.00,11697,"FLL","US",14838,"SJO","San Jose, Costa Rica",
0.00,12339,"IND","US",16128,"YMX","Montreal, Canada",
0.00,12339,"IND","US",16271,"YYZ","Toronto, Canada",
0.00,13244,"MEM","US",16042,"YEG","Edmonton, Canada",
0.00,13244,"MEM","US",16128,"YMX","Montreal, Canada",
0.00,13244,"MEM","US",16149,"YOW","Ottawa, Canada",
0.00,13244,"MEM","US",16229,"YVR","Vancouver, Canada",
0.00,13244,"MEM","US",16232,"YWG","Winnipeg, Canada",
0.00,13244,"MEM","US",16257,"YYC","Calgary, Canada",
0.00,13244,"MEM","US",16271,"YYZ","Toronto, Canada",
0.00,16042,"YEG","CA",13244,"MEM","Memphis, TN",
0.00,16128,"YMX","CA",12339,"IND","Indianapolis, IN",
0.00,16128,"YMX","CA",13244,"MEM","Memphis, TN",
0.00,16149,"YOW","CA",10792,"BUF","Buffalo, NY",
0.00,16229,"YVR","CA",13244,"MEM","Memphis, TN",
0.00,16232,"YWG","CA",11637,"FAR","Fargo, ND",
0.00,16232,"YWG","CA",12339,"IND","Indianapolis, IN",
0.00,16232,"YWG","CA",13244,"MEM","Memphis, TN",
0.00,16257,"YYC","CA",11884,"GEG","Spokane, WA",
0.00,16257,"YYC","CA",12003,"GTF","Great Falls, MT",
0.00,16257,"YYC","CA",13244,"MEM","Memphis, TN",
0.00,16271,"YYZ","CA",12339,"IND","Indianapolis, IN",
0.00,16271,"YYZ","CA",13244,"MEM","Memphis, TN",
0.00,10711,"BOG","CO",13244,"MEM","Memphis, TN",
0.00,10732,"BQN","US",15567,"VCP","Sao Paulo, Brazil",
0.00,11874,"GDL","MX",13244,"MEM","Memphis, TN",
0.00,12278,"ICT","US",15210,"TIJ","Tijuana, Mexico",
0.00,13244,"MEM","US",10711,"BOG","Bogota, Colombia",
0.00,13244,"MEM","US",11874,"GDL","Guadalajara, Mexico",
0.00,13244,"MEM","US",13514,"MTY","Monterrey, Mexico",
0.00,13244,"MEM","US",16477,"QRO","Queretaro, Mexico",
0.00,13244,"MEM","US",15210,"TIJ","Tijuana, Mexico",
0.00,13244,"MEM","US",15246,"TLC","Toluca, Mexico",
0.00,13244,"MEM","US",15567,"VCP","Sao Paulo, Brazil",
0.00,13303,"MIA","US",13306,"MID","Merida, Mexico",
0.00,13514,"MTY","MX",13244,"MEM","Memphis, TN",
0.00,14838,"SJO","CR",13244,"MEM","Memphis, TN",
0.00,15246,"TLC","MX",13244,"MEM","Memphis, TN",
0.00,15567,"VCP","BR",10732,"BQN","Aguadilla, PR",
0.00,15567,"VCP","BR",13244,"MEM","Memphis, TN",
0.00,10920,"CDG","FR",11618,"EWR","Newark, NJ",
0.00,10920,"CDG","FR",13244,"MEM","Memphis, TN",
0.00,10970,"CGN","DE",13244,"MEM","Memphis, TN",
0.00,11760,"FRA","DE",13244,"MEM","Memphis, TN",
0.00,12339,"IND","US",10920,"CDG","Paris, France",
0.00,12339,"IND","US",15018,"STN","London, United Kingdom",
0.00,12957,"LGG","BE",13244,"MEM","Memphis, TN",
0.00,13244,"MEM","US",10920,"CDG","Paris, France",
0.00,13244,"MEM","US",10970,"CGN","Cologne, Germany",
0.00,13244,"MEM","US",11455,"DXB","Dubai, United Arab Emirates",
0.00,13244,"MEM","US",15018,"STN","London, United Kingdom",
0.00,13560,"MXP","IT",13244,"MEM","Memphis, TN",
0.00,15018,"STN","GB",12339,"IND","Indianapolis, IN",
0.00,15018,"STN","GB",13244,"MEM","Memphis, TN",
0.00,10299,"ANC","US",10877,"CAN","Guangzhou, China",
0.00,10299,"ANC","US",12143,"HKG","Hong Kong, Hong Kong",
0.00,10299,"ANC","US",12277,"ICN","Seoul, South Korea",
0.00,10299,"ANC","US",12699,"KIX","Osaka, Japan",
0.00,10299,"ANC","US",13744,"NRT","Tokyo, Japan",
0.00,10299,"ANC","US",14309,"PVG","Shanghai, China",
0.00,10299,"ANC","US",15306,"TPE","Taipei, Taiwan",
0.00,10877,"CAN","CN",10299,"ANC","Anchorage, AK",
0.00,12016,"GUM","US",14309,"PVG","Shanghai, China",
0.00,12143,"HKG","HK",10299,"ANC","Anchorage, AK",
0.00,12143,"HKG","HK",13244,"MEM","Memphis, TN",
0.00,12173,"HNL","US",10244,"AKL","Auckland, New Zealand",
0.00,12173,"HNL","US",10877,"CAN","Guangzhou, China",
0.00,12173,"HNL","US",15092,"SYD","Sydney, Australia",
0.00,12277,"ICN","KR",10299,"ANC","Anchorage, AK",
0.00,12699,"KIX","JP",10299,"ANC","Anchorage, AK",
0.00,12699,"KIX","JP",12339,"IND","Indianapolis, IN",
0.00,12699,"KIX","JP",13244,"MEM","Memphis, TN",
0.00,12699,"KIX","JP",13796,"OAK","Oakland, CA",
0.00,13244,"MEM","US",12277,"ICN","Seoul, South Korea",
0.00,13244,"MEM","US",12699,"KIX","Osaka, Japan",
0.00,13244,"MEM","US",13744,"NRT","Tokyo, Japan",
0.00,13744,"NRT","JP",10299,"ANC","Anchorage, AK",
0.00,13796,"OAK","US",13744,"NRT","Tokyo, Japan",
0.00,14309,"PVG","CN",13244,"MEM","Memphis, TN",
0.00,14309,"PVG","CN",13796,"OAK","Oakland, CA",
0.00,15306,"TPE","TW",10299,"ANC","Anchorage, AK",
0.00,11540,"ELP","US",16252,"YXU","London, Canada",
0.00,13061,"LRD","US",16252,"YXU","London, Canada",
0.00,10732,"BQN","US",14739,"SDQ","Santo Domingo, Dominican Republic",
0.00,11024,"CJS","MX",11540,"ELP","El Paso, TX",
0.00,11024,"CJS","MX",16091,"YIP","Detroit, MI",
0.00,11057,"CLT","US",14886,"SLW","Saltillo, Mexico",
0.00,11032,"CUN","MX",13303,"MIA","Miami, FL",
0.00,11187,"CUU","MX",11540,"ELP","El Paso, TX",
0.00,11540,"ELP","US",11187,"CUU","Chihuahua, Mexico",
0.00,11868,"GCM","KY",13303,"MIA","Miami, FL",
0.00,12010,"GUA","GT",13303,"MIA","Miami, FL",
0.00,13303,"MIA","US",11032,"CUN","Cancun, Mexico",
0.00,13303,"MIA","US",11868,"GCM","Grand Cayman, Cayman Islands",
0.00,13303,"MIA","US",12010,"GUA","Guatemala City, Guatemala",
0.00,13303,"MIA","US",13306,"MID","Merida, Mexico",
0.00,13303,"MIA","US",14681,"SAP","San Pedro Sula, Honduras",
0.00,13306,"MID","MX",13303,"MIA","Miami, FL",
0.00,16477,"QRO","MX",16091,"YIP","Detroit, MI",
0.00,14681,"SAP","HN",13303,"MIA","Miami, FL",
0.00,14739,"SDQ","DO",10732,"BQN","Aguadilla, PR",
0.00,15246,"TLC","MX",12265,"IAG","Niagara Falls, NY",
0.00,10397,"ATL","US",14739,"SDQ","Santo Domingo, Dominican Republic",
0.00,11433,"DTW","US",13180,"MBJ","Montego Bay, Jamaica",
0.00,11433,"DTW","US",14293,"PUJ","Punta Cana, Dominican Republic",
0.00,11618,"EWR","US",16271,"YYZ","Toronto, Canada",
0.00,12173,"HNL","US",10338,"APW","Apia, Samoa",
0.00,13303,"MIA","US",13605,"NAS","Nassau, The Bahamas",
0.00,13303,"MIA","US",14832,"SJD","San Jose del Cabo, Mexico",
0.00,13303,"MIA","US",14849,"SKB","St. Kitts, Saint Kitts and Nevis",
0.00,13303,"MIA","US",16083,"YHU","Montreal, Canada",
0.00,13303,"MIA","US",16271,"YYZ","Toronto, Canada",
0.00,13605,"NAS","BS",13303,"MIA","Miami, FL",
0.00,14832,"SJD","MX",13303,"MIA","Miami, FL",
0.00,14832,"SJD","MX",13667,"NGU","Norfolk, VA",
0.00,14918,"SNN","IE",14259,"PSM","Portsmouth, NH",
0.00,16271,"YYZ","CA",11697,"FLL","Fort Lauderdale, FL",
0.00,10312,"ANU","AG",13303,"MIA","Miami, FL",
0.00,10411,"AUA","AW",13303,"MIA","Miami, FL",
0.00,10711,"BOG","CO",13303,"MIA","Miami, FL",
0.00,11950,"GND","GD",13303,"MIA","Miami, FL",
0.00,12010,"GUA","GT",13303,"MIA","Miami, FL",
0.00,12693,"KIN","JM",13303,"MIA","Miami, FL",
0.00,13061,"LRD","US",13514,"MTY","Monterrey, Mexico",
0.00,13061,"LRD","US",16477,"QRO","Queretaro, Mexico",
0.00,13218,"MDE","CO",13303,"MIA","Miami, FL",
0.00,13252,"MEX","MX",13303,"MIA","Miami, FL",
0.00,13269,"MGA","NI",13303,"MIA","Miami, FL",
0.00,13303,"MIA","US",10312,"ANU","St. Johns, Antigua and Barbuda",
0.00,13303,"MIA","US",10411,"AUA","Aruba, Aruba",
0.00,13303,"MIA","US",10575,"BGI","Barbados/Bridgetown, Barbados",
0.00,13303,"MIA","US",10711,"BOG","Bogota, Colombia",
0.00,13303,"MIA","US",10846,"BZE","Belize City, Belize",
0.00,13303,"MIA","US",11185,"CUR","Willemstad, Curacao",
0.00,13303,"MIA","US",11654,"FDF","Fort de France, Martinique",
0.00,13303,"MIA","US",11888,"GEO","Georgetown, Guyana",
0.00,13303,"MIA","US",12010,"GUA","Guatemala City, Guatemala",
0.00,13303,"MIA","US",12693,"KIN","Kingston, Jamaica",
0.00,13303,"MIA","US",13218,"MDE","Medellin, Colombia",
0.00,13303,"MIA","US",13252,"MEX","Mexico City, Mexico",
0.00,13303,"MIA","US",13269,"MGA","Managua, Nicaragua",
0.00,13303,"MIA","US",13306,"MID","Merida, Mexico",
0.00,13303,"MIA","US",14012,"PAP","Port-au-Prince, Haiti",
0.00,13303,"MIA","US",14210,"POS","Port of Spain, Trinidad and Tobago",
0.00,13303,"MIA","US",14278,"PTP","Pointe A Pitre, Guadeloupe",
0.00,13303,"MIA","US",14286,"PTY","Panama City, Panama",
0.00,13303,"MIA","US",16477,"QRO","Queretaro, Mexico",
0.00,13303,"MIA","US",14677,"SAL","San Salvador, El Salvador",
0.00,13303,"MIA","US",14681,"SAP","San Pedro Sula, Honduras",
0.00,13303,"MIA","US",14739,"SDQ","Santo Domingo, Dominican Republic",
0.00,13303,"MIA","US",15084,"SXM","Philipsburg, Sint Maarten",
0.00,13303,"MIA","US",15513,"UVF","St. Lucia, Saint Lucia",
0.00,13306,"MID","MX",13303,"MIA","Miami, FL",
0.00,13514,"MTY","MX",11298,"DFW","Dallas/Fort Worth, TX",
0.00,13514,"MTY","MX",13061,"LRD","Laredo, TX",
0.00,14012,"PAP","HT",13303,"MIA","Miami, FL",
0.00,14030,"PBM","SR",13303,"MIA","Miami, FL",
0.00,14107,"PHX","US",16128,"YMX","Montreal, Canada",
0.00,14210,"POS","TT",13303,"MIA","Miami, FL",
0.00,14286,"PTY","PA",13303,"MIA","Miami, FL",
0.00,16477,"QRO","MX",11042,"CLE","Cleveland, OH",
0.00,16477,"QRO","MX",13061,"LRD","Laredo, TX",
0.00,16477,"QRO","MX",15295,"TOL","Toledo, OH",
0.00,14677,"SAL","SV",13303,"MIA","Miami, FL",
0.00,14681,"SAP","HN",13303,"MIA","Miami, FL",
0.00,14739,"SDQ","DO",13303,"MIA","Miami, FL",
0.00,14843,"SJU","US",10711,"BOG","Bogota, Colombia",
0.00,14843,"SJU","US",13218,"MDE","Medellin, Colombia",
0.00,14843,"SJU","US",15013,"STI","Santiago, Dominican Republic",
0.00,14849,"SKB","KN",13303,"MIA","Miami, FL",
0.00,15013,"STI","DO",13303,"MIA","Miami, FL",
0.00,15052,"SVD","VC",13303,"MIA","Miami, FL",
0.00,15084,"SXM","SX",13303,"MIA","Miami, FL",
0.00,16128,"YMX","CA",13061,"LRD","Laredo, TX",
0.00,16252,"YXU","CA",13061,"LRD","Laredo, TX",
0.00,10299,"ANC","US",11351,"DNA","Okinawa, Japan",
0.00,12173,"HNL","US",11685,"FKS","Fukushima, Japan",
0.00,12173,"HNL","US",12690,"KIJ","Niigata, Japan",
0.00,13856,"OKO","JP",11298,"DFW","Dallas/Fort Worth, TX",
0.00,12217,"HSV","US",16772,"AE2","Sweihan, United Arab Emirates",
0.00,12217,"HSV","US",12645,"KDH","Kandahar, Afghanistan",
0.00,12957,"LGG","BE",13487,"MSP","Minneapolis, MN",
0.00,16852,"NLU","MX",11308,"DHN","Dothan, AL",
0.00,14259,"PSM","US",10175,"DHF","Al Dhafra, United Arab Emirates",
0.00,15370,"TUL","US",15258,"TLV","Tel Aviv, Israel",
0.00,11061,"CMB","LK",12917,"LCK","Columbus, OH",
0.00,12067,"HAN","VN",12917,"LCK","Columbus, OH",
0.00,12917,"LCK","US",11548,"EMA","Derby, United Kingdom",
0.00,12917,"LCK","US",11760,"FRA","Frankfurt, Germany",
0.00,10292,"AMS","NL",13303,"MIA","Miami, FL",
0.00,10711,"BOG","CO",13303,"MIA","Miami, FL",
0.00,11625,"EZE","AR",13303,"MIA","Miami, FL",
0.00,12010,"GUA","GT",13303,"MIA","Miami, FL",
0.00,12986,"LIM","PE",13303,"MIA","Miami, FL",
0.00,13303,"MIA","US",10292,"AMS","Amsterdam, Netherlands",
0.00,13303,"MIA","US",10711,"BOG","Bogota, Colombia",
0.00,13303,"MIA","US",11185,"CUR","Willemstad, Curacao",
0.00,13303,"MIA","US",12010,"GUA","Guatemala City, Guatemala",
0.00,13303,"MIA","US",15018,"STN","London, United Kingdom",
0.00,13303,"MIA","US",15455,"UIO","Quito, Ecuador",
0.00,13532,"MVD","UY",13303,"MIA","Miami, FL",
0.00,14717,"SCL","CL",13303,"MIA","Miami, FL",
0.00,15455,"UIO","EC",13303,"MIA","Miami, FL",
0.00,15567,"VCP","BR",13303,"MIA","Miami, FL",
0.00,10920,"CDG","FR",12266,"IAH","Houston, TX",
0.00,10920,"CDG","FR",13930,"ORD","Chicago, IL",
0.00,11435,"DUB","IE",10721,"BOS","Boston, MA",
0.00,11435,"DUB","IE",11042,"CLE","Cleveland, OH",
0.00,11435,"DUB","IE",13230,"MDT","Harrisburg, PA",
0.00,11435,"DUB","IE",13342,"MKE","Milwaukee, WI",
0.00,11488,"EDI","GB",11042,"CLE","Cleveland, OH",
0.00,11651,"FCO","IT",11986,"GRR","Grand Rapids, MI",
0.00,11760,"FRA","DE",14492,"RDU","Raleigh/Durham, NC",
0.00,12991,"LIS","PT",11278,"DCA","Washington, DC",
0.00,12991,"LIS","PT",13230,"MDT","Harrisburg, PA",
0.00,12991,"LIS","PT",13931,"ORF","Norfolk, VA",
0.00,13518,"MUC","DE",11433,"DTW","Detroit, MI",
0.00,13518,"MUC","DE",14492,"RDU","Raleigh/Durham, NC",
0.00,14771,"SFO","US",15022,"STR","Stuttgart, Germany",
0.00,15258,"TLV","IL",10721,"BOS","Boston, MA",
0.00,16268,"YYT","CA",11618,"EWR","Newark, NJ",
0.00,16268,"YYT","CA",12264,"IAD","Washington, DC",
0.00,16321,"ZRH","CH",13230,"MDT","Harrisburg, PA",
0.00,10521,"BDA","BM",10721,"BOS","Boston, MA",
0.00,10717,"BON","BQ",13487,"MSP","Minneapolis, MN",
0.00,10846,"BZE","BZ",10423,"AUS","Austin, TX",
0.00,11057,"CLT","US",10521,"BDA","Hamilton, Bermuda",
0.00,11057,"CLT","US",13180,"MBJ","Montego Bay, Jamaica",
0.00,11032,"CUN","MX",10423,"AUS","Austin, TX",
0.00,11032,"CUN","MX",13495,"MSY","New Orleans, LA",
0.00,11032,"CUN","MX",14683,"SAT","San Antonio, TX",
0.00,11244,"CZM","MX",10423,"AUS","Austin, TX",
0.00,11433,"DTW","US",13180,"MBJ","Montego Bay, Jamaica",
0.00,11618,"EWR","US",13532,"MVD","Montevideo, Uruguay",
0.00,12010,"GUA","GT",14683,"SAT","San Antonio, TX",
0.00,12266,"IAH","US",13532,"MVD","Montevideo, Uruguay",
0.00,13252,"MEX","MX",10423,"AUS","Austin, TX",
0.00,13252,"MEX","MX",11042,"CLE","Cleveland, OH",
0.00,13252,"MEX","MX",11140,"CRP","Corpus Christi, TX",
0.00,13342,"MKE","US",13605,"NAS","Nassau, The Bahamas",
0.00,13605,"NAS","BS",12264,"IAD","Washington, DC",
0.00,13605,"NAS","BS",13342,"MKE","Milwaukee, WI",
0.00,14153,"PLS","TC",12264,"IAD","Washington, DC",
